SKU,Description,Length_in,Width_in,Height_in,Weight_lbs,Eaches,Weekly_Picks,Tray_Config,Pick_Priority
SM-02104,Push Button,15.62,0.55,3.02,1.25,3,2,4,256
SM-00760,Wave Spring,16.49,1.34,0.77,0.19,1,0,4,482
SM-02944,Set Screw,13.58,5.75,1.07,0.37,34,0,2,1387
SM-01696,DIN Rail Mount,16.62,2.78,0.81,0.58,3,6,3,126
SM-02553,Shim Pack,8.63,5.91,4.26,3.92,12,4,2,350
SM-01660,Proximity Sensor,10.48,7.63,3.92,3.62,2,8,2,89
SM-02730,Lubrication Nipple,15.31,3.06,2.42,3.29,8,0,3,904
SM-00924,Needle Bearing,1.77,3.77,4.38,2.91,10,0,3,822
SM-01458,Quick Coupler,4.07,5.61,4.16,1.26,6,3,2,464
SM-01620,Spade Terminal,12.73,3.32,4.61,1.82,1,1,3,617
SM-01125,Connecting Link,14.67,5.88,2.99,6.25,8,0,2,1228
SM-02733,Proximity Sensor,10.44,10.45,4.39,5.87,1,0,1,492
SM-01582,Machine Screw,15.05,11.64,2.56,3.98,6,5,1,77
SM-03445,Quick Coupler,16.06,2.24,2.67,3.75,7,0,3,946
SM-01126,Flanged Bearing,3.15,11.52,1.23,5.49,18,0,3,833
SM-02532,Butt Splice,8.72,7.8,1.94,7.59,1,6,2,167
SM-03215,Strainer Element,8.32,4.63,4.09,1.3,1,1,2,1088
SM-01362,Connecting Link,16.16,1.7,4.42,3.15,7,8,3,62
SM-00214,Ring Terminal,16.51,6.92,0.62,4.29,26,0,2,1139
SM-01867,Wing Nut,16.02,7.08,2.11,4.98,3,1,2,928
SM-00956,Compression Spring,6.93,10.63,3.21,6.62,9,2,2,615
SM-03292,Air Cylinder,11.87,4.02,1.9,4.02,8,2,2,689
SM-01091,Piston Seal,14.5,3.06,4.23,3.12,4,4,3,219
SM-02383,Handle,12.17,9.1,2.37,5.68,14,7,1,44
SM-03454,Gasket,6.06,6.82,2.49,1.55,25,2,2,695
SM-02526,Die Spring,12.5,5.14,2.03,2.54,9,1,2,1017
SM-00732,Fuse 10A,10.28,0.66,2.34,7.68,8,7,4,52
SM-01799,E-Clip,8.32,4.83,4.97,2.03,8,6,2,159
SM-03075,Sprocket,14.42,5.18,2.69,7.5,13,0,2,1402
SM-02294,Pilot Light,3.79,2.49,1.14,6.74,30,0,3,883
SM-02851,Push Button,10.39,6.66,4.94,3.33,7,5,2,274
SM-01309,Snap Ring,14.67,5.27,4.39,1.83,3,0,2,1243
SM-00529,Connecting Link,6.28,11.46,2.15,2.64,18,0,2,1173
SM-01046,Needle Bearing,12.95,1.68,4.88,2.15,7,0,3,830
SM-03484,Wave Spring,6.84,9.54,1.76,3.31,23,3,2,584
SM-03117,Latch,18.0,5.47,1.45,3.85,23,5,2,282
SM-01610,Pillow Block,4.51,11.01,4.54,6.08,14,0,2,1263
SM-01751,Knob,6.09,5.29,1.48,1.54,2,2,2,645
SM-01905,Clevis Pin,9.15,10.22,4.05,0.35,10,4,1,113
SM-01705,Gear,12.68,7.93,4.8,2.2,5,0,2,1275
SM-01553,Snap Ring,3.82,8.52,2.4,2.67,11,5,3,167
SM-01700,Temp Sensor,5.06,4.93,0.59,2.4,27,1,2,905
SM-02965,Hex Nut,16.79,2.62,4.9,7.49,5,1,3,719
SM-02133,Contactor,4.8,9.11,1.01,1.25,7,1,2,973
SM-03087,Clamp,10.47,5.47,3.86,3.75,11,1,2,1073
SM-01296,Air Cylinder,3.12,11.96,1.84,6.0,5,3,3,316
SM-01650,Hydraulic Filter,9.56,5.42,1.8,0.29,2,5,2,231
SM-00632,Straight Fitting,10.8,7.94,3.05,6.57,11,5,2,199
SM-00349,Cap Screw,13.31,0.86,0.64,6.61,29,1,4,294
SM-01369,Relay 120V,5.71,5.28,4.22,1.44,19,0,2,1249
SM-01471,Torsion Spring,11.16,8.1,0.8,2.47,47,10,2,50
SM-00053,Set Screw,9.05,6.99,1.96,0.79,21,8,2,64
SM-01990,Retaining Ring,3.48,5.38,4.7,3.17,4,3,3,340
SM-00369,Overload Relay,6.66,6.77,3.58,4.49,5,0,2,1158
SM-01950,Terminal Block,9.89,10.89,2.97,5.31,9,0,1,462
SM-02395,Timing Belt,1.16,4.88,1.67,1.31,5,0,4,541
SM-01281,Elbow Fitting,1.44,1.95,2.19,6.43,25,10,4,18
SM-02384,Gas Spring,14.06,11.49,1.88,7.91,5,2,1,224
SM-01476,Vibration Mount,17.06,10.16,1.02,0.73,13,2,1,209
SM-03392,Terminal Block,5.35,3.93,4.67,2.44,3,1,2,1104
SM-00480,Photoelectric Sensor,17.08,7.53,4.06,5.94,4,1,2,767
SM-00911,Pressure Regulator,12.15,1.63,1.7,7.13,13,8,3,57
SM-02414,Compression Spring,1.15,10.98,2.8,6.94,6,0,4,542
SM-03437,Piston Seal,2.88,1.74,1.75,2.66,50,1,3,755
SM-01041,Timing Belt,16.91,2.48,4.98,1.55,2,1,3,568
SM-02243,V-Belt,6.53,3.82,1.04,4.87,25,7,3,100
SM-01883,Clevis Pin,15.49,6.32,3.53,4.26,1,1,2,929
SM-01502,Relay 120V,1.44,2.11,2.32,7.61,18,3,4,171
SM-03027,Rivet,0.9,10.82,3.48,6.87,2,1,4,431
SM-02613,V-Belt,17.74,3.88,4.99,4.18,3,0,3,894
SM-02767,Hex Nut,9.06,11.05,1.56,6.86,35,0,1,496
SM-02899,Grease Fitting,8.85,7.68,0.85,5.34,5,1,2,1054
SM-00648,Straight Fitting,1.23,1.81,2.83,4.64,4,1,4,308
SM-01174,Grease Fitting,17.33,2.94,4.34,2.24,3,1,3,587
SM-02661,Butt Splice,10.82,6.03,1.24,1.63,41,0,2,1362
SM-00235,Clamp,2.89,8.8,2.61,7.36,11,6,3,114
SM-01487,Lock Nut,17.75,0.97,3.71,1.04,4,5,4,90
SM-01008,Air Cylinder,11.94,2.51,1.59,6.92,18,0,3,828
SM-00035,Torsion Spring,6.53,2.5,3.99,7.68,3,3,3,259
SM-02705,Piston Seal,5.16,8.22,4.61,1.64,12,0,2,1367
SM-00039,Bumper,6.94,0.64,3.79,5.46,2,3,4,145
SM-03470,Pressure Switch,13.59,9.59,1.5,0.61,9,3,1,185
SM-01011,Set Screw,16.31,8.83,4.2,2.47,6,1,1,289
SM-01958,Flow Control,17.62,5.68,3.07,2.31,7,0,2,1299
SM-01490,Fuse 30A,16.68,8.35,1.09,6.63,12,5,2,226
SM-02649,Sealed Bearing,2.61,4.01,1.8,3.07,44,8,3,72
SM-01275,Relay 12V,5.58,11.16,1.8,1.74,14,6,2,154
SM-00742,Handle,7.15,7.01,4.73,1.83,6,1,2,790
SM-02586,Lock Washer,10.79,4.44,3.48,0.17,8,3,2,529
SM-02996,Pillow Block,10.87,2.09,2.01,0.05,16,1,3,721
SM-02918,Lip Seal,0.88,9.73,2.56,2.33,5,5,4,112
SM-02291,Compression Spring,10.62,1.22,3.6,7.88,5,1,4,392
SM-00688,Pilot Light,5.42,2.25,1.87,5.75,31,3,3,290
SM-02183,Compression Spring,12.23,3.21,3.13,3.56,3,10,3,35
SM-00828,Quick Coupler,16.16,8.74,1.27,0.81,7,0,2,1199
SM-00213,Pilot Light,16.98,8.81,2.68,1.04,3,1,2,728
SM-01288,Filter Cartridge,2.39,8.57,4.86,4.06,10,1,3,595
SM-03269,E-Clip,4.69,7.77,3.96,2.85,2,0,2,1409
SM-01805,Tee Fitting,2.38,11.15,4.05,7.96,10,1,3,630
SM-00390,Gas Spring,16.07,10.42,2.66,0.97,9,1,1,251
SM-03244,Relay 120V,5.54,2.7,4.0,0.77,11,14,3,11
SM-00209,Piston Seal,6.46,11.82,2.26,2.62,6,1,2,726
SM-03460,Gasket,15.99,7.53,2.43,6.64,7,4,2,369
SM-00223,Master Link,8.5,2.8,2.57,0.89,15,1,3,513
SM-02218,DIN Rail Mount,12.46,6.45,1.64,0.18,10,4,2,343
SM-02297,Fender Washer,7.53,6.55,0.74,2.06,15,2,2,661
SM-02363,Fuse 30A,17.57,5.02,2.91,1.39,9,4,2,347
SM-00089,Pillow Block,8.74,6.16,0.63,0.54,20,3,2,373
SM-00675,Needle Valve,14.17,1.17,1.83,0.19,6,1,4,310
SM-02740,Circuit Breaker,17.76,9.55,1.41,2.79,24,0,1,493
SM-01575,Retaining Ring,5.05,11.07,4.17,2.05,13,3,2,471
SM-03209,Air Filter,16.86,1.01,4.05,4.57,3,3,4,217
SM-02382,Dowel Pin,17.86,10.55,1.15,0.57,28,3,1,168
SM-01813,Sealed Bearing,8.37,9.57,4.3,0.3,2,1,2,921
SM-02170,Push-to-Connect Fitting,4.74,11.94,2.85,0.18,7,3,2,503
SM-02042,Ring Terminal,9.47,3.91,4.16,5.55,5,0,2,1301
SM-00727,Relay 120V,12.93,3.16,3.81,6.53,1,1,3,540
SM-01171,Compression Spring,10.77,4.25,2.37,5.85,19,1,2,841
SM-01308,Flange Nut,2.3,6.34,4.98,2.95,2,0,3,838
SM-01811,Key Stock,9.34,9.62,3.8,2.54,16,3,1,157
SM-00437,Shim Pack,17.33,0.87,2.35,1.58,4,2,4,230
SM-02152,Tee Fitting,12.69,9.72,3.68,0.82,12,9,1,19
SM-02953,DIN Rail Mount,11.02,7.72,0.88,0.61,44,1,2,1063
SM-00189,Compression Spring,10.03,8.53,3.79,2.99,10,8,2,67
SM-02108,O-Ring,16.69,0.91,3.77,4.13,1,12,4,13
SM-03412,Key Stock,5.56,10.16,4.87,2.48,3,3,2,579
SM-03403,Ball Bearing,13.57,1.12,3.46,5.34,2,0,4,584
SM-03242,Level Switch,2.9,10.5,4.48,7.91,3,1,3,744
SM-03461,Hydraulic Filter,4.81,1.49,3.24,6.7,5,0,4,590
SM-02973,Ring Terminal,0.47,3.8,1.0,0.42,7,3,4,204
SM-01277,Lubrication Nipple,11.71,11.33,1.51,4.13,9,0,1,437
SM-00448,Ball Bearing,6.8,4.96,1.36,1.38,19,1,2,761
SM-01833,E-Clip,6.19,3.15,1.81,2.79,26,0,3,863
SM-00677,Oil Seal,12.12,10.99,1.34,0.95,31,1,1,268
SM-02698,Butt Splice,13.36,8.23,4.27,0.64,6,1,2,1037
SM-03495,Handle,14.76,2.0,1.57,1.81,21,4,3,258
SM-00797,Wiper Seal,5.54,11.41,0.84,6.41,8,3,2,422
SM-03385,Flow Control,16.52,10.05,3.66,0.11,7,0,1,522
SM-00600,Pressure Switch,4.48,4.62,1.74,3.75,4,5,2,198
SM-00195,Flow Control,16.04,2.48,1.04,4.44,22,0,3,775
SM-02129,Roller Bearing,12.17,8.16,1.46,3.46,14,0,2,1317
SM-02416,Gas Spring,7.74,4.58,4.53,0.95,15,0,2,1342
SM-03360,Hex Bolt,6.14,8.63,2.57,4.51,1,0,2,1421
SM-00722,Fuse 5A,10.94,8.82,1.87,5.69,14,1,1,274
SM-00430,Breather Cap,12.98,2.6,4.7,5.69,2,0,3,787
SM-00287,Lubrication Nipple,12.23,11.44,1.03,6.89,20,1,1,247
SM-02827,Oil Seal,12.61,5.39,1.86,2.11,24,0,2,1379
SM-02490,Quick Coupler,15.95,6.98,2.93,5.94,1,1,2,1014
SM-02629,Blind Rivet,11.47,2.03,1.38,4.74,15,0,3,896
SM-02378,Check Valve,12.52,11.96,2.34,1.48,15,2,1,223
SM-01969,Pressure Switch,12.19,10.69,3.12,0.63,6,0,1,464
SM-02870,Fuse 30A,11.62,2.9,3.11,2.93,6,1,3,713
SM-02843,Lock Nut,12.38,6.87,1.12,2.83,30,5,2,273
SM-02477,Master Link,1.31,2.38,2.06,0.54,13,1,4,405
SM-02101,Threaded Rod,2.42,4.03,4.34,2.34,25,0,3,875
SM-02141,Cotter Pin,9.15,8.92,1.93,2.89,9,2,1,218
SM-02076,Snap Ring,16.7,0.91,2.9,1.5,3,0,4,534
SM-02086,Master Link,6.69,3.45,2.6,5.1,1,6,3,129
SM-00302,Filter Cartridge,13.82,8.74,3.46,3.34,6,1,2,742
SM-02377,Gas Spring,4.65,11.47,3.35,7.64,9,6,2,164
SM-00247,Relay 12V,3.88,4.51,3.06,6.06,7,0,3,777
SM-01722,Fuse 15A,15.27,10.0,4.44,3.91,1,3,1,156
SM-01992,V-Belt,0.32,1.48,3.23,6.38,35,0,4,529
SM-00505,Coupling Insert,2.12,6.49,3.71,6.26,11,8,3,55
SM-03377,Coupling Insert,4.7,3.01,3.64,6.93,18,3,3,405
SM-02642,Latch,17.64,2.45,3.37,2.79,5,8,3,71
SM-00320,Wiper Seal,15.24,4.55,4.45,3.09,9,2,2,594
SM-00472,Fuse 15A,14.49,5.14,3.73,0.03,9,1,2,766
SM-00203,Cable Gland,10.83,10.01,2.41,5.27,4,2,1,189
SM-00735,Pressure Switch,0.96,2.17,2.43,1.71,18,2,4,236
SM-02166,Shim Pack,5.88,6.13,0.51,1.23,9,5,2,242
SM-02306,Pilot Light,0.5,2.9,4.23,7.83,41,4,4,134
SM-00815,Oil Filter,3.82,10.41,1.13,4.07,3,2,3,426
SM-00685,Cap Screw,10.22,5.36,3.81,0.74,4,0,2,1185
SM-03226,Gasket,5.17,4.88,2.08,3.56,20,15,2,5
SM-02729,Spacer,1.03,4.31,1.34,6.67,19,1,4,415
SM-00183,Fuse 15A,10.62,2.91,4.79,5.81,1,1,3,509
SM-02900,DIN Rail Mount,5.4,9.46,2.29,2.46,14,2,2,679
SM-03044,Machine Screw,6.25,4.28,4.99,3.74,12,0,2,1396
SM-02467,Handle,4.75,8.28,3.31,0.1,4,1,2,1011
SM-02283,Terminal Block,12.49,3.77,4.08,0.04,2,4,3,234
SM-02432,Gear,1.14,3.86,4.87,2.5,12,0,4,544
SM-00419,Breather Cap,12.16,8.43,1.24,4.92,10,0,2,1164
SM-00906,Strainer Element,15.04,4.3,3.98,5.97,3,1,2,806
SM-00605,Ball Valve,16.35,0.9,1.52,5.42,4,3,4,154
SM-02645,Ball Bearing,11.21,11.73,2.74,0.79,13,1,1,363
SM-01492,Level Switch,12.79,7.24,3.07,1.89,7,3,2,466
SM-03301,Hex Nut,5.7,11.08,3.2,0.04,2,4,2,366
SM-01110,Blind Rivet,7.85,5.6,2.87,5.21,22,2,2,618
SM-00698,Wire Connector,12.19,10.21,2.17,4.89,11,1,1,271
SM-02937,Rocker Switch,3.43,10.03,2.37,3.3,11,12,3,20
SM-00988,Belt,15.96,4.78,4.85,1.21,9,2,2,616
SM-02288,Spacer,15.61,11.49,3.45,6.6,7,0,1,479
SM-02662,Ring Terminal,14.59,1.74,1.18,3.57,6,0,3,902
SM-00542,Photoelectric Sensor,14.9,3.64,3.51,5.15,3,2,3,419
SM-00689,Die Spring,1.32,8.49,0.92,3.56,23,2,4,233
SM-02115,Shim Pack,5.51,6.82,2.85,7.73,26,2,2,653
SM-03263,Master Link,17.46,2.35,1.29,4.33,16,2,3,476
SM-02376,Flange Nut,1.73,5.85,1.37,2.8,31,1,3,671
SM-03273,Torsion Spring,16.59,3.29,3.52,3.56,1,4,3,252
SM-00026,Elbow Fitting,10.14,4.75,2.38,7.59,19,0,2,1115
SM-01857,Wire Connector,17.58,9.93,2.12,4.4,11,4,1,112
SM-02144,Grease Fitting,13.61,1.35,1.4,5.32,6,2,4,259
SM-02252,Knob,14.46,5.89,3.48,4.8,4,1,2,988
SM-01201,Gasket,7.71,8.47,4.0,5.38,2,5,2,217
SM-01986,Hinge,13.71,9.46,2.36,5.44,12,0,1,466
SM-00723,Lock Washer,4.82,4.86,3.32,1.54,31,1,2,789
SM-01668,Clamp,13.63,2.57,3.6,6.02,5,1,3,623
SM-01117,Sprocket,13.49,5.0,2.67,4.78,14,2,2,619
SM-00827,Fuse 15A,4.03,7.26,2.73,1.1,19,3,2,426
SM-01141,Push Button,14.99,3.89,4.76,7.4,1,5,3,161
SM-00264,Wave Spring,9.03,11.24,1.32,1.19,34,1,1,246
SM-01934,Spade Terminal,9.1,9.68,1.51,4.09,19,0,1,461
SM-02079,Fuse 30A,11.62,4.31,2.23,6.9,27,2,2,650
SM-01834,Oil Filter,12.52,7.54,1.35,6.4,15,0,2,1288
SM-03224,Lock Nut,13.75,7.67,1.09,5.63,8,2,2,686
SM-01402,Relay 120V,5.75,3.51,2.22,5.8,13,1,3,603
SM-01050,Bumper,14.42,11.67,1.31,7.55,5,5,1,68
SM-03116,Belt,0.5,6.17,4.86,7.18,1,3,4,213
SM-00343,Lock Nut,14.23,9.39,3.98,6.32,10,12,1,10
SM-00691,Filter Cartridge,0.36,8.57,3.71,4.96,19,1,4,313
SM-02487,Fuse 30A,2.55,6.73,3.47,5.19,2,3,3,360
SM-00659,Wiper Seal,10.75,8.54,2.13,0.15,8,5,2,201
SM-00558,Air Filter,6.74,7.76,4.38,1.82,4,1,2,774
SM-02763,Oil Filter,16.81,2.29,3.39,2.82,6,0,3,906
SM-00993,Compression Spring,3.52,10.34,2.86,6.41,5,0,3,826
SM-00525,V-Belt,9.83,8.25,1.92,3.49,9,11,2,40
SM-00969,Pop Rivet,6.55,2.49,4.46,1.06,4,1,3,561
SM-02894,Fuse 15A,3.56,6.56,4.89,4.29,6,3,3,378
SM-00240,V-Belt,5.84,10.63,0.74,4.46,11,3,2,382
SM-01367,Relay 120V,15.75,11.82,3.04,7.04,6,13,1,7
SM-03003,Straight Fitting,11.72,2.45,3.2,1.26,1,3,3,383
SM-02408,Set Screw,13.12,8.5,4.14,3.1,5,8,2,98
SM-02087,Pop Rivet,4.0,5.59,4.24,0.15,22,0,2,1310
SM-02883,Connecting Link,15.73,4.43,2.81,1.63,12,13,2,23
SM-02572,Hydraulic Filter,6.7,6.86,1.55,6.96,24,3,2,528
SM-01869,Cord Grip,17.26,8.28,0.69,0.95,6,4,2,336
SM-00703,Wave Spring,15.07,10.12,3.51,2.77,5,5,1,63
SM-00283,Needle Valve,5.34,6.62,3.68,7.98,22,0,2,1147
SM-00813,DIN Rail Mount,8.2,2.17,4.11,1.61,2,1,3,549
SM-02189,Filter Cartridge,5.26,9.7,1.74,3.36,30,3,2,505
SM-00773,Anchor Bolt,16.53,1.51,4.48,7.92,1,0,4,483
SM-02179,Pressure Switch,5.76,6.8,4.06,7.43,4,14,2,15
SM-00954,Relay 24V,13.68,9.27,0.99,0.52,13,6,1,49
SM-01006,Pressure Regulator,10.8,5.8,3.41,2.35,1,0,2,1215
SM-03071,Sealed Bearing,1.22,2.72,2.49,4.81,24,9,4,23
SM-01053,Connecting Link,9.55,9.04,0.5,1.34,22,7,1,39
SM-00955,Push-to-Connect Fitting,13.38,6.14,1.12,7.58,36,8,2,80
SM-00366,Pressure Regulator,6.7,5.21,1.97,6.6,31,1,2,750
SM-02612,Solenoid Valve,16.94,10.21,1.68,4.81,15,1,1,360
SM-02335,Check Valve,0.9,1.3,2.49,4.25,10,3,4,184
SM-01087,Timing Belt,2.61,8.73,0.71,1.91,42,5,3,160
SM-01001,Lip Seal,3.85,0.74,3.83,4.84,5,1,4,331
SM-00132,Overload Relay,1.08,4.93,1.28,1.45,13,1,4,286
SM-01317,O-Ring,7.98,2.67,2.04,0.32,14,1,3,598
SM-01375,Belt,4.66,10.44,1.03,3.22,44,1,2,865
SM-02427,Pressure Regulator,13.17,0.61,1.08,6.44,8,7,4,60
SM-00038,Rivet,7.99,9.81,4.52,2.47,2,3,2,372
SM-01674,Cap Screw,16.1,0.73,4.0,2.12,3,1,4,357
SM-00608,O-Ring,13.81,5.07,4.12,5.58,4,0,2,1183
SM-02462,Signal Lamp,13.62,8.18,3.79,2.61,2,5,2,261
SM-02930,Air Cylinder,3.67,5.63,1.49,3.99,27,8,3,74
SM-01118,Vibration Mount,13.06,2.75,3.08,1.14,9,0,3,832
SM-02684,Spade Terminal,2.65,4.43,3.27,6.73,28,3,3,368
SM-00733,Solenoid Valve,2.78,9.91,2.25,2.55,2,0,3,806
SM-01959,Wave Spring,11.77,4.01,3.87,1.49,8,6,2,162
SM-01840,Coupling Insert,17.09,9.58,2.63,3.69,4,1,1,328
SM-00086,Snap Ring,16.82,3.83,3.49,3.27,2,1,3,496
SM-02451,E-Clip,10.02,0.86,4.35,4.78,2,1,4,402
SM-01095,Barb Fitting,13.74,5.97,4.83,7.99,8,1,2,828
SM-03185,Relay 12V,15.84,9.14,4.77,4.06,6,5,1,97
SM-03374,Gear,2.11,7.03,3.42,5.44,1,4,3,255
SM-00500,Extension Spring,13.08,10.61,2.03,4.69,9,5,1,59
SM-00352,Lock Washer,12.8,4.01,2.53,2.98,2,0,2,1154
SM-00200,Ball Bearing,11.07,4.19,2.63,7.43,14,2,2,592
SM-01130,Vibration Mount,16.17,5.47,4.14,7.88,3,1,2,834
SM-01385,Filter Cartridge,13.36,1.34,4.04,3.99,1,6,4,71
SM-01946,V-Ring Seal,12.46,3.4,3.45,3.55,3,12,3,19
SM-02025,Circuit Breaker,15.6,11.01,1.29,4.97,12,1,1,336
SM-01725,Ring Terminal,0.89,2.15,2.83,4.42,18,3,4,175
SM-02955,V-Ring Seal,5.97,2.64,0.54,1.63,9,4,3,247
SM-00609,Spacer,9.63,3.68,0.62,4.55,36,1,3,533
SM-02527,Thrust Bearing,9.98,11.56,2.15,6.29,19,1,1,356
SM-01801,Elbow Fitting,15.66,6.96,2.56,6.43,6,4,2,333
SM-00851,Extension Spring,2.88,5.04,3.84,7.66,8,6,3,116
SM-01438,Filter Cartridge,10.97,7.8,4.23,7.5,4,3,2,463
SM-03178,Quick Coupler,15.79,3.27,2.31,3.18,5,0,3,928
SM-00747,Gas Spring,16.28,5.32,1.44,5.63,11,5,2,204
SM-02656,Quick Coupler,4.9,9.25,2.3,1.42,22,8,2,101
SM-00443,O-Ring,17.91,6.07,2.71,7.58,11,4,2,300
SM-03246,Flange Nut,6.4,7.52,1.43,6.81,31,3,2,569
SM-01761,Latch,2.14,7.92,0.7,6.93,11,3,3,336
SM-03478,Compression Spring,1.99,4.9,4.0,6.49,6,1,3,759
SM-02934,Key Stock,3.62,2.97,2.48,2.14,34,6,3,137
SM-01027,Wing Nut,17.12,6.9,3.48,0.65,4,0,2,1217
SM-01229,Clevis Pin,4.36,0.93,3.12,3.69,15,0,4,496
SM-01134,Strainer Element,12.18,5.41,3.48,3.66,5,1,2,835
SM-03393,Pin Terminal,8.8,1.83,3.01,0.98,16,1,3,753
SM-03196,Fuse 10A,3.95,9.74,1.52,3.84,43,7,2,143
SM-03218,Lock Washer,13.48,1.63,0.8,6.05,7,1,3,741
SM-03300,Lock Washer,12.28,2.23,3.19,3.79,9,1,3,746
SM-00825,Straight Fitting,8.7,4.31,0.64,1.79,7,3,2,425
SM-02904,Pop Rivet,2.82,3.06,2.03,3.76,19,1,3,715
SM-02040,DIN Rail Mount,16.04,11.87,3.84,6.44,5,0,1,468
SM-03186,Clamp,16.67,10.42,4.55,5.45,4,1,1,392
SM-00381,Fender Washer,5.27,7.22,3.31,6.64,9,0,2,1161
SM-01148,Push-to-Connect Fitting,7.92,10.55,2.78,7.09,10,1,2,839
SM-00439,Belt,13.2,9.09,2.66,0.39,6,1,1,255
SM-01740,Cotter Pin,11.57,10.58,3.88,2.94,4,0,1,450
SM-01522,Flanged Bearing,14.8,5.77,4.69,6.1,6,1,2,884
SM-00962,Compression Spring,1.05,4.95,4.02,3.73,6,1,4,328
SM-03328,Cable Gland,11.26,3.39,1.14,4.5,3,2,3,479
SM-00790,Hex Bolt,2.99,4.68,3.25,3.55,14,1,3,545
SM-01377,Lock Washer,9.3,10.64,4.69,7.73,7,2,1,207
SM-03397,Flow Control,13.35,9.26,2.18,4.76,14,0,1,523
SM-01931,Pin Terminal,16.36,9.42,4.67,6.39,7,10,1,15
SM-00440,Clevis Pin,15.76,4.73,4.98,0.62,7,3,2,399
SM-01045,Gear,11.13,5.4,4.23,7.13,10,3,2,440
SM-02697,Pilot Light,9.16,2.94,1.56,0.37,7,2,3,461
SM-00814,Flanged Bearing,4.54,7.13,2.95,1.39,28,3,2,424
SM-02159,Die Spring,8.13,10.73,2.53,7.89,5,1,2,976
SM-03200,Relay 12V,3.34,2.86,2.72,7.26,5,14,3,10
SM-03471,Cord Grip,1.8,3.53,4.61,3.1,33,3,3,407
SM-01654,Coupling Insert,4.75,5.76,2.2,3.1,24,4,2,330
SM-01872,Oil Filter,3.78,4.51,4.12,5.52,6,1,3,634
SM-02910,Needle Bearing,6.49,11.82,1.59,1.68,20,3,2,547
SM-00555,Hex Nut,15.79,6.21,0.62,6.53,34,1,2,773
SM-00557,Solenoid Valve,17.77,5.64,1.84,2.94,17,5,2,195
SM-00926,Wing Nut,5.02,9.47,3.95,2.12,6,1,2,810
SM-01702,Flat Washer,7.62,3.02,4.87,5.36,3,7,3,97
SM-00119,Ring Terminal,17.28,8.25,3.15,7.34,3,0,2,1127
SM-00627,Belt,9.68,3.61,0.81,6.08,14,1,3,534
SM-03414,Hex Bolt,0.84,2.4,0.72,0.07,23,2,4,276
SM-01622,Rivet,4.3,8.44,2.07,4.62,27,2,2,641
SM-00936,Relay 12V,17.07,8.35,2.94,4.88,2,0,2,1206
SM-00456,Relay 24V,16.97,8.08,2.14,5.69,4,1,2,764
SM-02832,Stud Bolt,14.6,4.33,1.82,4.15,9,3,2,539
SM-00364,Elbow Fitting,8.34,5.98,1.88,5.87,7,0,2,1157
SM-00275,Wing Nut,13.78,8.46,0.71,0.24,16,3,2,385
SM-01255,Fuse 15A,9.75,7.39,3.27,6.27,2,0,2,1239
SM-00661,Barb Fitting,10.36,6.49,1.94,7.32,13,1,2,783
SM-01456,Retaining Ring,12.35,1.97,4.08,7.22,8,1,3,608
SM-01224,Oil Cup,10.21,6.61,1.22,5.51,40,0,2,1236
SM-01301,Elbow Fitting,13.5,2.68,1.06,0.49,24,0,3,837
SM-02862,LED Indicator,14.28,4.6,3.8,4.06,13,0,2,1381
SM-02182,E-Clip,1.8,6.49,2.42,7.14,29,2,3,449
SM-01272,Quick Coupler,16.77,11.19,2.52,5.56,12,0,1,436
SM-01273,Shaft Seal,3.91,6.8,1.78,4.87,6,2,2,628
SM-02673,Circuit Breaker,5.48,10.5,2.64,2.16,13,2,2,672
SM-02211,Sealed Bearing,14.31,11.05,0.92,3.01,31,1,1,342
SM-02062,Gasket,3.37,1.21,2.71,5.95,13,8,4,36
SM-00115,Knob,0.98,7.19,0.97,6.97,14,7,4,47
SM-01266,Hex Bolt,17.81,2.19,2.69,5.3,5,5,3,165
SM-02122,Air Cylinder,4.4,10.97,4.13,7.78,4,1,2,972
SM-00161,Retaining Ring,9.78,10.8,1.1,1.57,24,1,1,240
SM-02318,DIN Rail Mount,9.61,6.2,4.92,7.7,11,5,2,251
SM-01794,O-Ring,0.5,10.0,2.45,4.72,10,0,4,519
SM-03496,Gear,1.57,6.6,4.59,5.66,1,1,4,455
SM-00515,Terminal Block,6.21,11.32,4.65,1.09,7,3,2,401
SM-00182,Stud Bolt,10.39,9.66,0.82,4.62,13,1,1,243
SM-01114,Butt Splice,2.83,2.01,3.26,3.2,41,3,3,306
SM-00498,Bumper,17.44,11.99,2.3,1.81,2,1,1,258
SM-03051,Pop Rivet,9.67,3.95,4.3,4.78,16,1,2,1069
SM-02155,Fender Washer,6.72,5.97,0.96,0.61,28,3,2,500
SM-00417,Lock Washer,10.68,11.98,4.28,2.93,1,1,1,254
SM-02529,Grease Fitting,6.35,4.26,1.36,6.48,29,5,2,264
SM-02720,DIN Rail Mount,8.25,10.62,3.23,4.63,2,11,2,45
SM-03442,Pop Rivet,2.09,10.03,2.14,1.54,9,1,3,756
SM-00300,Tee Fitting,9.53,7.8,0.59,6.15,50,1,2,741
SM-00250,Push-to-Connect Fitting,4.42,8.27,3.17,7.46,20,0,2,1142
SM-00900,Fuse 15A,3.79,1.36,3.99,0.84,10,1,4,323
SM-01414,Bumper,8.86,6.57,3.37,5.97,6,2,2,634
